source,movie,subtitle_id,line_index,context,masked_line,gold_line,gold_pronoun
IndicDialogue,Ginny Weds Sunny,1956951114,1132,"‎हाँ पर जब मैं चाहती थी, तब तो नहीं किया उसने।
‎अब क्या चाहती है, तू गिन्नी? बता।
‎मैं तेरे साथ रहना चाहती हूँ।
‎-समय बिताना चाहती हूँ। ‎-देख गिन्नी, जब तक ये उलझन बीच में हैं ना...
‎तो हम दोनों समय तो नहीं बिता पायेंगे यार। सच।",‎तो ____ क्या चाहता है?,‎तो तू क्या चाहता है?,तू
IndicDialogue,Madam Chief Minister,1957179704,605,"मैं थोड़ा विचार करने के बाद
इस पर अपना निर्णय देता हूँ।
मास्टर जी को इस पर सोचने की क्या ज़रूरत है?
मुख्यमंत्री?
ए चल! झूठी!",____ कौन बनाएगा सीएम?,तुझे कौन बनाएगा सीएम?,तुझे
IndicDialogue,Madam Chief Minister,1957179704,1530,"बताया जा रहा है कि उन्होंने शराब के नशे में पुलिस पर गोली चलाई।
और जवाबी कार्यवाही में मारे गए।
हालाँकि इन दोनों मामले में अभी तक मुख्यमंत्री की ओर से
-कोई बयान नहीं आया है। - खान साहब।
गवर्नर साहब के वहाँ से फ़ोन आया था।",____ शपथ ग्रहण समारोह रद्द हो गया है।,आपका शपथ ग्रहण समारोह रद्द हो गया है।,आपका
IndicDialogue,Lust Stories 2,1958186552,970,"मैं डर गई थी।
क्यों?
मैं डर गई थी कि...
कोई मुझे... मारना चाहता है।
मारना चाहता है?",कोई ____ क्यों मारना चाहेगा?,कोई तुम्हें क्यों मारना चाहेगा?,तुम्हें
IndicDialogue,Axone,1956818787,1145,"पापा को मैं देखता हूँ। ऐसा मक्खन लगाऊँगा ना तू देख अभी!
पापा जी, मिनम की शादी है और मिनम तो हमारे साथ ही रहती है ना!
तो नानी कौन होती हैं बोलनेवाली कि शादी यहाँ नहीं हो सकती?
लेकिन मम्मी जी ने तो मुझे इस बारे में कुछ बताया ही नहीं।
अरे बताना क्या पापा? पूछना चाहिए था आपसे!","ख़ैर, नानी जी भी कहाँ पूछती हैं ____ से कभी कुछ!","ख़ैर, नानी जी भी कहाँ पूछती हैं आप से कभी कुछ!",आप
IndicDialogue,Shehzada,1958077493,1702,"निकल। निकल। निकल।
अगले दो साल में आपकी ब्यूटी और बढ़ने वाली है।
रहने दे! ये हाथों में लिखा है?
आप जिम जाती हैं?
हाँ। ट्रू फिटनेस।",तो ट्रू फिटनेस में ____ ट्रू लव मिलेगा।,तो ट्रू फिटनेस में आपको ट्रू लव मिलेगा।,आपको
IndicDialogue,Ginny Weds Sunny,1956951114,1105,"‎ओ पापा प्लीज़, आप ना ‎फालतू की बात ना किया करो सबके सामने।
‎ओ काका, बड़ों का कहा, और आमले का खाया...
‎बाद में ही रास आता है, बेटा।
‎सही।
‎और हम ना सन्नी तेरे भले के लिए कह रहे हैं।","‎ओ बुज़ुर्गों, बहुत भलाई कर ली ____ दोनों ने। अब बस।","‎ओ बुज़ुर्गों, बहुत भलाई कर ली आप दोनों ने। अब बस।",आप
IndicDialogue,Ginny Weds Sunny,1956951114,1453,"‎या नहीं।
‎नहीं।
‎अब आ ना जाइयो मुड़ के वापिस।
‎धमकी दे रहा है? गिलीच आदमी।
‎जो समझना है, समझ ले, मेरी बला से।",‎-पागल जनानी। ‎-____ पागल।,‎-पागल जनानी। ‎-तू पागल।,तू
IndicDialogue,Ginny Weds Sunny,1956951114,935,"‎♪ वाक़िफ तुम्हीं से प्यार के ♪
‎♪ सब काफ़िले तो हैं ♪
‎♪ माना कि मंज़िलें अभी ♪
‎♪ कुछ दूर हैं मगर ♪
‎♪ मिलकर वफ़ा की राह पर ♪",‎♪ हम ____ चले तो हैं ♪,‎♪ हम तुम चले तो हैं ♪,तुम
IndicDialogue,Guilty,1956804853,908,"‎मेरे पास तुम्हारे जितने विशेष अधिकार नहीं हैं, है ना?
‎तो, तुम्हारी भाषा में, ‎मुझे अपना ""शोषण"" करवाना पड़ेगा।
‎क्या?
‎यह सब क्या बोल रही हो?
‎चलो भी, यार, बोलो।",‎मैंने ____ मार्कशीट देखी।,‎मैंने तुम्हारी मार्कशीट देखी।,तुम्हारी
IndicDialogue,Shehzada,1958077493,495,"सार्वजनिक संपत्ति की तोड़-फोड़।
मुझे लगता है तुम्हें भूख लगी है।
साले, तू मुझे लॉ सिखाएगा?
ये ले!
 दोस्तो, सिक्योरिटी कहाँ है?",____ लंबा जाने वाला है।,तू लंबा जाने वाला है।,तू
IndicDialogue,Jaadugar,1957742927,394,"मैं नहीं जानता? इच्छा, मैं नहीं जानता?
तू अपना बर्थ डे भूल गयी थी! मैं तेरे लिए केक लेके आया था!
होली पे पहला गुलाल लगाया था मैंने तेरे लिए और मैं नहीं जानता?
मीनू, मुझे ये टीवी सीरियल वाला प्यार नहीं चाहिए।
तो क्या चाहिए यार? अभी पूरा मैच मैं छोड़ के आया--","इच्छा अभी टेंशन मत ले, ____ एग्ज़ाम देके आ।","इच्छा अभी टेंशन मत ले, तू एग्ज़ाम देके आ।",तू
IndicDialogue,Jaadugar,1957742927,1539,"पर नियम तो ये है मैडम
जिसका मकान कॉलोनी में नहीं है, वो नहीं खेल सकता।
अरे क्यों नहीं खेल सकता?
उसका घर यहाँ नहीं है,
उसका परिवार तो यहीं है ना देखा जाए तो।","मीनू, ____ बीच में मत पड़।","मीनू, तू बीच में मत पड़।",तू
IndicDialogue,The Great Indian Family,1958355201,406,"तू हिलना मत।
दीदी चाय। आंख फोड़ डाली।
शरम आनी चाहिए तुम्हें।
गलती तो इंसान से होती है ना बहन।
अब्दुल से अच्छा मार्कस बजाने वाला लखनऊ तक नहीं है।",और अब ____ लोगों की वजह से वो फोन बंद करके बैठा है।,और अब तुम लोगों की वजह से वो फोन बंद करके बैठा है।,तुम
IndicDialogue,Jaadugar,1957742927,1807,"ओ, मीनू!
जो जीता वही…
-सिकंदर। -चीयर्स।
मुझे दे।
खेल जो है वो",____ से भी बेहतर…,आप से भी बेहतर…,आप
IndicDialogue,Lust Stories 2,1958186552,577,"परमिशन ली थी क्या ऊपर आने के लिए?
पूछा था मुझे?
मुझे क्या पता वो किस-किस को लेके आती है मेरे घर में!
मुझे नहीं पता!
- ज़्यादा मत बोल तू! - अरे क्या!",- क्या बोली ____? - अरे पागल हो गई है क्या तू?,- क्या बोली तू? - अरे पागल हो गई है क्या तू?,तू
IndicDialogue,Ginny Weds Sunny,1956951114,959,"‎पहला किस!
‎दस साल पहले था।
‎क्यों तूने भी तो किया होगा किसी को किस?
‎हाँ, मेरी भी हुईं हैं। बहुत चुम्मियाँ हुई हैं मेरी!
‎हाँ पर सुमित जैसा चिपकू कोई नहीं टकरा होगा तुझे।","‎____ बिलकुल चिंता ना कर, गिन्नी।","‎तू बिलकुल चिंता ना कर, गिन्नी।",तू
IndicDialogue,Guilty,1956804853,1066,"‎मेरा बैग है। हम जाएंगे।
‎हम जाएंगे, संभाल के।
‎-ठीक है, कुछ हो तो बताना, हां? ‎-शुक्रिया।
‎-शुक्रिया। ‎-चलो
‎सॉरी, मिस दत्ता, मैं आपसे मिलने दोबारा आ गया।","‎देखिए, मैं ____ ‎अन्कम्फ़र्टेबल फ़ील नहीं कराना चाहता","‎देखिए, मैं आपको ‎अन्कम्फ़र्टेबल फ़ील नहीं कराना चाहता",आपको
IndicDialogue,Lust Stories 2,1958186552,442," तेरी मेड तेरे बेड पर है।
तू अभी के अभी अंदर जा और उसे नौकरी से निकाल!
 सामी, मैं नहीं कर सकती।
मैं अभी ये चीज़ नहीं संभाल सकती।
और मेरा... मेरा दिमाग फट रहा है।","सुन, ____ अंदर जा, नहीं तो मैं आ रही हूँ वहाँ। मुझे आना ही पड़ेगा।","सुन, तू अंदर जा, नहीं तो मैं आ रही हूँ वहाँ। मुझे आना ही पड़ेगा।",तू
IndicDialogue,Tu Jhoothi Main Makkaar,1958103212,2492,"सर, फ़ैमिली है, प्लीज़ साथ में कर दीजिए।
ये कैमरा फ़ैमिली फ़ोटो नहीं खींचता।
वन वाय वन ही होगा।
प्लीज़, हमारे लिए कर दो।
हम साथ-साथ हैं।",क्यों कर दूँ? हम ____ हैं कौन?,क्यों कर दूँ? हम आपके हैं कौन?,आपके
IndicDialogue,The Great Indian Family,1958355201,669,"आज्ञा...वेद...चलो।
- अरे रे...पंडितजी..आप.. - पंडितजी प्लीज...
शायद हम बहू को लेकर ज्यादा उतावले हो रहे हैं।
हां पंडितजी.. जैसा फैसला हुआ वैसे ही करते हैं..
आप इत्मिनान से जाइए।",____ आने के बाद ही बिटिया की शादी...,आपके आने के बाद ही बिटिया की शादी...,आपके
IndicDialogue,Madam Chief Minister,1957179704,1111,"जी मैडम।
छावनी बना दी है पूरे अतिथि गृह को।
आपकी इजाज़त के बिना प्रधानमंत्री भी अंदर नहीं आ सकते।
और हमारे सारे विधायक?
क्लार्क अवध होटल में मैडम। पूरी सुरक्षा में।",____ चिंता ना करें। बबलू उन्हीं की साथ है।,आप चिंता ना करें। बबलू उन्हीं की साथ है।,आप
IndicDialogue,Indoo Ki Jawani,1957132233,1744,"तुम लोगों ने अंदर ही खींच लिया।
बन्दूक दिखाने की ज़रूरत नहीं पड़ी।
-आपका ऑर्डर। -वही है।
आप खाना बाद में दे सकते हैं, पहले मेरे साथ बाथरूम में आओ।
-बाथरूम? -हाँ, बाथरूम।","उसके बाद जब ____ मुझे घर से बाहर निकालने वाली थी,","उसके बाद जब तुम मुझे घर से बाहर निकालने वाली थी,",तुम
IndicDialogue,Tu Jhoothi Main Makkaar,1958103212,664,"मनु, तू कैसी बात कर रहा है?
बचपन से जानता है तू मुझे।
मुझे तो सॉस भी हॉट एंड स्वीट पसंद है।
फ़ेवरेट फ़्लेवर है मेरा।
तुझे सीरियसली लगता है कि मैं इसे छोड़कर...",कैसी बात कर रहा है ____?,कैसी बात कर रहा है तू?,तू
IndicDialogue,Haseen Dillruba,1957295757,623,"‎नहीं, ऐसा कुछ नहीं है।
‎-झूठ। ‎-
‎तो फिर चलो ट्रूथ या डेयर खेलते हैं।
‎सच, तो फिर बताना पड़ेगा ‎कि क्यों भाग रहे हो
‎और डेयर, तो फिर मैं अपना ब्लाउज ‎निकाल सकती हूँ और तुम अपनी पैंट।",‎ मैंने ____ मम्मी और मासी के साथ ‎सारी बातें सुन ली थीं।,‎ मैंने आपकी मम्मी और मासी के साथ ‎सारी बातें सुन ली थीं।,आपकी
IndicDialogue,Axone,1956818787,319,"बैठ जा। तू बैठ यार!
जब से, एक मिनट, जब से मेरी बेटी की इससे शादी हुई है ना किस्मत फूट गई है उसकी!
- हाँ मेरी कौन सी चमक गई है? - भाईसाहब एक मिनट पीछे मुड़कर देखो।
वह तस्वीर देखो।
मेरी जवानी और बुढ़ापा दोनों खा गया है यह!","देख, मैं अभी भी कह रही हूँ ____! अभी भी कह रही हूँ।","देख, मैं अभी भी कह रही हूँ तुझे! अभी भी कह रही हूँ।",तुझे
IndicDialogue,The White Tiger,1957077990,1627,"‏ विरोधी पार्टी को ‏इतना ही दिया था, चूतिए? हाँ?
‏हमें 40 लाख चाहिए। ‏सोमवार रात, शेरेटन होटल।
‏समझा?
‏ मैंने पहले गाँव से बस ली ‏और फिर ट्रेन पकड़ ली…
‏और आपके बारे में ‏लोगों से पूछते हुए यहाँ आ गए।",‏दादी और परिवार कहते हैं कि ____ मेरी शहर में ‏अच्छा देख-रेख करेंगे और ड्राइवर बना देंगे।,‏दादी और परिवार कहते हैं कि आप मेरी शहर में ‏अच्छा देख-रेख करेंगे और ड्राइवर बना देंगे।,आप
IndicDialogue,Jaadugar,1957742927,930,"तो हमसे बड़ा बुज़दिल और कोई नहीं होगा।
बुज़दिल साले। बस नाम का कप्तान बना रखा है।
मेरी गलती थी चाचा। सॉरी।
पर शायद आप भी तो भूल गए थे, कि मेरी फ़ैमिली भी बस आप ही हों।
अब चाहे कुछ भी हो जाए, चाचा…",मैं ____ दूर नहीं जाऊँगा।,मैं आपसे दूर नहीं जाऊँगा।,आपसे
IndicDialogue,Jaadugar,1957742927,1243,"आदर्श नगर के नये खिलाड़ी मैदान में उतरते हुए।
सिकंदर।
जीजा जी कहाँ हैं? गंगु! जीजा जी के सामने से हट!
जीजा जी!
अब पास दूँगा, गोल मारना सीधा।",-ले बेटा पानी पी। -____ ही दूँगा।,-ले बेटा पानी पी। -आपको ही दूँगा।,आपको
IndicDialogue,Madam Chief Minister,1957179704,481,"उसका तुम लोगों पर कोई असर हुआ भी है,
या बेकार बुढ़ापे में इन्होंने अपने घुटने खराब किए?
मैं इस विधान सभा क्षेत्र में…
सिर्फ और सिर्फ…
अपने समाज, अपने लोगों की बात करना चाहती हूँ।",क्योंकि किसी दूसरे को तो ____ चिंता ना है।,क्योंकि किसी दूसरे को तो तुम्हारी चिंता ना है।,तुम्हारी
IndicDialogue,Good Newwz,1956816836,1942,"अभी थोड़े समय के लिए आईसीयू में ही रखेंगे।
दोस्त, बेटी हुई है।
मोनी।
आप ने देखा उसको।
एक बार बस मिला दो चुहिया से।",____ ने मेरे बिना नाम भी सोच लिया।,तू ने मेरे बिना नाम भी सोच लिया।,तू
IndicDialogue,Axone,1956818787,545,"नहीं, नहीं आंटी। कुछ नहीं थोड़ा समय लगेगा। वह शौच का टैंक ठीक हो रहा है ना।
-  पता है अंदर क्या हो रहा है! -  क्या हुआ माता जी?
देखो कैसे सड़े गंदे नाले की बदबू फैला दी है मेरे घर में।
पता नहीं क्या किया है! बाहर निकलो तुम लोग!
- आज तो मैं देखके रहूँगी। - अरे क्या हो गया ऊपर?","अरे माता जी, ____ तो ""चक दे"" वाली लड़की लग रहे हों आज!","अरे माता जी, आप तो ""चक दे"" वाली लड़की लग रहे हों आज!",आप
IndicDialogue,Lust Stories 2,1958186552,711,"तू जानती है क्या गलत है, क्या सही है।
जाने दे, मुझे तुझसे बात ही नहीं करनी।
हाँ।
वो समझ रहा है मुझे।
पिछले कुछ दिनों से देख रही हूँ मैं।",____ मेरी तरफ देखता भी नहीं है ना?,तू मेरी तरफ देखता भी नहीं है ना?,तू
IndicDialogue,The Great Indian Family,1958355201,715,"जी पूजा तो मैं करके आया हूं।
हाँ?
पंडित जी से मिलना था। पता चला वो तो बाहर गए हुए हैं।
हां वो तो बाहर हैं.. लेकिन हम हैं बताइये..
कोई भजन का या कथा का कार्यक्रम करना है तो हमलोग करा सकते हैं...",नहीं । वो बात नहीं है। दअरसल मुझे ____ कुछ देना था।,नहीं । वो बात नहीं है। दअरसल मुझे आपको कुछ देना था।,आपको
IndicDialogue,The Great Indian Family,1958355201,471,"सुफने सी आके मेरी निंदरा चुरा गई
नखरे दिखाये मुझे ऐसे तू ने वाखरे
झपके बिना ही आँखें तकदा रहा
ऐन- वे- यी ना मार गेदिया
ऐन- वे- यी ना मार गेदिया",होगा ____ मिर्जा,होगा तू मिर्जा,तू
IndicDialogue,Ginny Weds Sunny,1956951114,52,"‎अच्छा? फिर कैसे करनी है बताओ?
‎देखो, सन्नी... तुम सच में एक अच्छे लड़के हो।
‎ मेरा मतलब, मुझे तुमसे मिलना बहुत अच्छा ‎लगता है, तुम्हारे साथ वक़्त बिताना पसंद है।
‎पर मुझे लगता है कि हमें कम से कम एक साल तक ‎इस तरह मिलना चाहिए
‎और उसके बाद ही कोई फ़ैसला करना चाहिए।",‎____ ब्याह एक साल बाद करना है?,‎आपको ब्याह एक साल बाद करना है?,आपको
IndicDialogue,Tu Jhoothi Main Makkaar,1958103212,1070,"चल सकते हैं।
कहाँ से पिक करूँ, घर या ऑफ़िस?
तू बता देना कहाँ देख रहे हैं, मैं आ जाऊँगी।
ओके, बाय। चल फ़ोन रख। बहुत काम है मुझे।
बाय।",कहाँ है ____? मैं पहुँच गई।,कहाँ है तू? मैं पहुँच गई।,तू
IndicDialogue,The Great Indian Family,1958355201,582,"नहीं हम नौकरी नहीं मांग रहे ना आपसे।
तो... मैं..
हम भजन कुमार हैं, हम गाते बहुत बढ़िया हैं।
हम टैलेंट शो में चले गए ना तो दो मिनट में सेलेक्शन हो जाएगा हमारा। दो मिनट में।
लेकिन वो पापाजी की रेस्पेक्ट है इसलिए हम कभी गए नहीं।","और ____ भी तो अच्छी गाती हैं, हम तो मतलब कलाकार समझ के आये थे-","और आप भी तो अच्छी गाती हैं, हम तो मतलब कलाकार समझ के आये थे-",आप
IndicDialogue,The Great Indian Family,1958355201,401,"- ये भी है तुम्हारे साथ? - हाँ।
तो फिर तू भी आ।
खुद को कोई काम धंधा नहीं है।
और दूसरों को परेशान करते हैं।
उल्लू के पट्ठे, तेरी बहन की...",____ हिलना मत।,तू हिलना मत।,तू
IndicDialogue,Axone,1956818787,703,"- हाँ पर तू कौन है? - मैं?
- अंकल, हम बेन्दांग के दोस्त हैं। - कौन?
- बेन्दांग, जो रहता है यहाँ पर। - हर बार कोई नया बंदा दिखाई पड़ता है।
वैसे भी तुम सबकी शक्लें एक ही सी होती हैं। कैसे मालूम पड़ेगा कौन रह रहा है?
अगर हम सबकी शक्लें एक ही सी होती हैं तो",____ कैसे मालूम कि हर बार दूसरा बंदा रहता है इधर?,तुझे कैसे मालूम कि हर बार दूसरा बंदा रहता है इधर?,तुझे
IndicDialogue,Dhamaka,1957450323,1308,"‪उसमें इस्तेमाल की गई रिपोर्ट दरअसल ‪आपकी पत्नी सौम्या मेहरा पाठक की थी।
‪और इसी कारण आपका तलाक भी होने जा रहा है।
{\an8}‪क्या आपने सौम्या जी की रिपोर्ट चुराई?
{\an8}‪मैं इन बेबुनियाद सवालों के ‪जवाब नहीं देना चाहूँगा।
{\an8}‪ मैं अभी भी तुम्हें बचा सकती हूँ।",‪मैं सौम्या को बताऊँगी कि मैंने ‪____ कहा था उसकी कहानी चुराने को।,‪मैं सौम्या को बताऊँगी कि मैंने ‪तुम्हें कहा था उसकी कहानी चुराने को।,तुम्हें
IndicDialogue,Good Newwz,1956816836,322,"पहाड़गंज में एक बाबाजी को जानती हूँ मैं।
एक नज़र डालते हैं, भगवान कसम!
सब काम हो जाता है।
तू बोले तो बात करूँ?
आंटी, मम्मी जी आपको कब से ढूँढ़े जा रही हैं।",तीन बार फ़ोन कर चुकी हैं। ____ फ़ोन नहीं उठा रहे।,तीन बार फ़ोन कर चुकी हैं। आप फ़ोन नहीं उठा रहे।,आप
IndicDialogue,Good Newwz,1956816836,1200,"उसी डॉक्टर के पास जाओ।
वो मामले को पहले से जानता है।
ज़्यादा बात फैलेगी नहीं।
गर्भपात कराते हैं।
कराते हैं गर्भपात!",____ ठीक हो?,तुम ठीक हो?,तुम
IndicDialogue,Indoo Ki Jawani,1957132233,145,"-अरे बताना? क्या हो गया? -अपना काम करो।
-मैं काम करूँ? -ज्यादा बकवास मत करो!
नहीं बोलना, क्या बकना चाहता था तू?
-मम्मी चुप करा लो इन्हें। -अरे बोलना?
हद हो गई!",चुप करो ____ दोनों। फिर लड़ने लगे।,चुप करो तुम दोनों। फिर लड़ने लगे।,तुम
IndicDialogue,Madam Chief Minister,1957179704,751,"मान-सम्मान को मिट्टी में मिलाने वाले को भूल जाऊँ?
दद्दा जिसका लिंग काटकर पेड़ पर लटकाने का मन करता है उसे तिलक लगाकर मंत्री बना दूँ?
समझौता कर लूँ?
दद्दा आज इन्दु पर समझौता करूँगी, कल किसी और चीज़ पर करना पड़ेगा।
आज झुकूँगी तो बार बार झुकना पड़ेगा।","-दद्दा, यही तो वह चाह रहा है अरविंद सिंह। -क्या, क्या करेगी ____?","-दद्दा, यही तो वह चाह रहा है अरविंद सिंह। -क्या, क्या करेगी तू?",तू
IndicDialogue,Jaane Jaan,1958289341,405,"अंजान आदमी मतलब कॉकरोच।
और आप ही ने कहा कि आपने कॉकरोच को मार दिया है।
लेकिन…
ये वही आदमी है, आपको कैसे पता चला?
कुछ और चीज़ें भी हैं।","जैसे, ____ दरवाज़े पर सिगरेट का एक टुकड़ा।","जैसे, आपके दरवाज़े पर सिगरेट का एक टुकड़ा।",आपके
IndicDialogue,The White Tiger,1957077990,1563,"‏अगर तुम यह चुरा भी लोगे न… ‏तो यह चोरी नहीं होगी।
‏अशोक जी नेता लोगों को घूस देते हैं ‏ताकि उन्हें टैक्स न देना पड़े।
‏और चोरी किसके साथ हो रही है?
‏इस देश के आम आदमी के साथ।
‏मेरे साथ।",‏____ साथ।,‏तुम्हारे साथ।,तुम्हारे
IndicDialogue,The White Tiger,1957077990,1423,"‏जैसे ही 50-55 का होगा, ‏तेरी गांड पर लात मारकर तुझे निकाल देंगे।
‏और फिर?
‏तूने कुछ पैसे कमा लिए, ‏तो एक बस्ती में झोंपड़ी खरीद लेगा।
‏तू मेरी तरह शाणा निकला, ‏तूने और पैसे कमा लिए, तो थोड़ा ज़्यादा।
‏ये तब जब सब बढ़िया रहा।","‏मान ले, बेटा, तेरा मालिक ‏बिना किसी बात के ____ लात मार दे।","‏मान ले, बेटा, तेरा मालिक ‏बिना किसी बात के तुझे लात मार दे।",तुझे
IndicDialogue,Good Newwz,1956816836,1402,"फ़्लश नहीं किया?
तनाव की वजह से आँतों से कुछ निकला नहीं।
अब ठीक है?
सिगरेट तो पीते ही थे, अब नशा भी करने लगे हो?
हाँ करने लगा हूँ। महिला शरलॉक होम्स, मैंने नशा किया है।",-लेकिन ____ वजह से मारा है। -मेरी वजह से?,-लेकिन तुम्हारी वजह से मारा है। -मेरी वजह से?,तुम्हारी
IndicDialogue,Indoo Ki Jawani,1957132233,1103,"क्या चाहिए तुझे?
मुझे माफ़ कर दो, इंदू।
मुझे तेरे साथ ऐसा नहीं करना चाहिए था।
और मैं फिर कभी ऐसा करूँगा भी नहीं।
माफ़ कर दे।","-इंदू, मुझे दो… -कहाँ है ____?","-इंदू, मुझे दो… -कहाँ है तू?",तू
IndicDialogue,Guilty,1956804853,1487,"‎दोषी हम नहीं, आप हैं। ये समझौता आप करा रहे हैं,
‎ये आपके पैसे हैं।
‎क्योंकि ये लोग कुछ छुपा रहे हैं, हम नहीं।
‎इसे नैतिकता का मुद्दा मत बनाओ, तनु।
‎अगर आपने केस वापस लेने के लिए पैसे लिए थे ‎तो यह धमकी देना हुआ।",‎जिससे ____ गवाही बेईमान साबित होती है।,‎जिससे आपकी गवाही बेईमान साबित होती है।,आपकी
IndicDialogue,The Great Indian Family,1958355201,461,"तेरा हक सोनिये
जोड़ी जमेगी अपनी
किस एंगल से?
करणी ए मैनु मंगनी
मेरी सैंडल से?",हो माँ की ____ ही सोनी,हो माँ की तू ही सोनी,तू
IndicDialogue,Shehzada,1958077493,740,"मेरा घर देख के आपका दिल बदल जाएगा।
बंटू, मैं तुम्हें बहुत पसंद करती हूँ।
मैं पसंद नहीं करता, सीधा प्यार करता हूँ।
ओके।
तो सीधा प्यार करते हैं।",____ कर पाएँगी?,आप कर पाएँगी?,आप
IndicDialogue,Shehzada,1958077493,633,"♪ करेंगे, लड़ेंगे, जीतेंगे ♪
♪ जीतेंगे रे, जीतेंगे रे ♪
गीता में लिखा है शरीर मरता है आत्मा नहीं।
छोड़ दे ये शरीर।
आज़ाद हो जा।",____ भी शांति मिलेगी और मुझे भी।,तुझे भी शांति मिलेगी और मुझे भी।,तुझे
